Well_orderAsTracked,Treatment,Empty,Male,Plate,Family,StartTime,Notes
230,NA,T,NA,2,NA,8/14/2019 16:05:14,
231,HS,F,F,3,363,8/14/2019 16:05:14,
232,HS,F,F,3,363,8/14/2019 16:05:14,
233,HS,F,F,3,383,8/14/2019 16:05:14,
234,HS,F,F,3,383,8/14/2019 16:05:14,
235,HS,F,F,3,379,8/14/2019 16:05:14,
236,HS,F,F,3,379,8/14/2019 16:05:14,
237,NA,T,NA,3,NA,8/14/2019 16:05:14,
238,NA,T,NA,3,NA,8/14/2019 16:05:14,
239,R,F,F,3,363,8/14/2019 16:05:14,
240,R,F,F,3,363,8/14/2019 16:05:14,
241,R,F,F,3,383,8/14/2019 16:05:14,
242,R,F,F,3,383,8/14/2019 16:05:14,
243,R,F,F,3,379,8/14/2019 16:05:14,
244,R,F,F,3,379,8/14/2019 16:05:14,
245,NA,T,NA,3,NA,8/14/2019 16:05:14,
246,NA,T,NA,3,NA,8/14/2019 16:05:14,
247,C,F,F,3,363,8/14/2019 16:05:14,
248,C,F,F,3,363,8/14/2019 16:05:14,
249,C,F,F,3,383,8/14/2019 16:05:14,
250,C,F,F,3,383,8/14/2019 16:05:14,
251,C,F,F,3,379,8/14/2019 16:05:14,
252,C,F,F,3,379,8/14/2019 16:05:14,
253,NA,T,NA,3,NA,8/14/2019 16:05:14,
254,HS,F,F,3,363,8/14/2019 16:05:14,
255,HS,F,F,3,363,8/14/2019 16:05:14,
256,HS,F,F,3,383,8/14/2019 16:05:14,
257,NA,T,NA,3,NA,8/14/2019 16:05:14,
258,HS,F,F,3,379,8/14/2019 16:05:14,
259,HS,F,F,3,379,8/14/2019 16:05:14,
260,NA,T,NA,3,NA,8/14/2019 16:05:14,
261,NA,T,NA,3,NA,8/14/2019 16:05:14,
262,R,F,F,3,363,8/14/2019 16:05:14,
263,R,F,F,3,363,8/14/2019 16:05:14,
264,R,F,F,3,383,8/14/2019 16:05:14,
265,NA,T,NA,3,NA,8/14/2019 16:05:14,
266,R,F,F,3,379,8/14/2019 16:05:14,
267,R,F,F,3,379,8/14/2019 16:05:14,
268,NA,T,NA,3,NA,8/14/2019 16:05:14,
269,NA,T,NA,3,NA,8/14/2019 16:05:14,
270,C,F,F,3,363,8/14/2019 16:05:14,
271,C,F,F,3,363,8/14/2019 16:05:14,
272,C,F,F,3,383,8/14/2019 16:05:14,
273,NA,T,NA,3,NA,8/14/2019 16:05:14,
274,C,F,F,3,379,8/14/2019 16:05:14,
275,C,F,F,3,379,8/14/2019 16:05:14,
276,NA,T,NA,3,NA,8/14/2019 16:05:14,
277,HS,F,F,3,363,8/14/2019 16:05:14,
278,HS,F,F,3,363,8/14/2019 16:05:14,
279,HS,F,F,3,383,8/14/2019 16:05:14,
280,NA,T,NA,3,NA,8/14/2019 16:05:14,
281,HS,F,F,3,379,8/14/2019 16:05:14,
282,HS,F,F,3,379,8/14/2019 16:05:14,
283,NA,T,NA,3,NA,8/14/2019 16:05:14,
284,NA,T,NA,3,NA,8/14/2019 16:05:14,
285,R,F,F,3,363,8/14/2019 16:05:14,
286,R,F,F,3,363,8/14/2019 16:05:14,
287,R,F,F,3,383,8/14/2019 16:05:14,
288,NA,T,NA,3,NA,8/14/2019 16:05:14,
289,R,F,F,3,379,8/14/2019 16:05:14,
290,R,F,F,3,379,8/14/2019 16:05:14,
291,NA,T,NA,3,NA,8/14/2019 16:05:14,
292,NA,T,NA,3,NA,8/14/2019 16:05:14,
293,C,F,F,3,363,8/14/2019 16:05:14,
294,C,F,F,3,363,8/14/2019 16:05:14,
295,C,F,F,3,383,8/14/2019 16:05:14,
296,NA,T,NA,3,NA,8/14/2019 16:05:14,
297,C,F,F,3,379,8/14/2019 16:05:14,
298,C,F,F,3,379,8/14/2019 16:05:14,
299,NA,T,NA,3,NA,8/14/2019 16:05:14,
300,HS,F,F,3,363,8/14/2019 16:05:14,
301,HS,F,F,3,363,8/14/2019 16:05:14,
302,HS,F,F,3,383,8/14/2019 16:05:14,
303,NA,T,NA,3,NA,8/14/2019 16:05:14,
304,HS,F,F,3,379,8/14/2019 16:05:14,
305,HS,F,F,3,379,8/14/2019 16:05:14,
306,NA,T,NA,3,NA,8/14/2019 16:05:14,
307,NA,T,NA,3,NA,8/14/2019 16:05:14,
308,R,F,F,3,363,8/14/2019 16:05:14,
309,R,F,F,3,363,8/14/2019 16:05:14,
310,R,F,F,3,383,8/14/2019 16:05:14,
311,NA,T,NA,3,NA,8/14/2019 16:05:14,
312,R,F,F,3,379,8/14/2019 16:05:14,
313,R,F,F,3,379,8/14/2019 16:05:14,
314,NA,T,NA,3,NA,8/14/2019 16:05:14,
315,NA,T,NA,3,NA,8/14/2019 16:05:14,
316,C,F,F,3,363,8/14/2019 16:05:14,
317,C,F,F,3,363,8/14/2019 16:05:14,
318,C,F,F,3,383,8/14/2019 16:05:14,
319,NA,T,NA,3,NA,8/14/2019 16:05:14,
320,C,F,F,3,379,8/14/2019 16:05:14,
321,C,F,F,3,379,8/14/2019 16:05:14,
322,NA,T,NA,3,NA,8/14/2019 16:05:14,
323,HS,F,F,3,363,8/14/2019 16:05:14,
324,HS,F,F,3,363,8/14/2019 16:05:14,
325,HS,F,F,3,383,8/14/2019 16:05:14,
326,NA,T,NA,3,NA,8/14/2019 16:05:14,
327,HS,F,F,3,379,8/14/2019 16:05:14,
328,HS,F,F,3,379,8/14/2019 16:05:14,
329,NA,T,NA,3,NA,8/14/2019 16:05:14,
330,NA,T,NA,3,NA,8/14/2019 16:05:14,
331,R,F,F,3,363,8/14/2019 16:05:14,
332,R,F,F,3,363,8/14/2019 16:05:14,
333,R,F,F,3,383,8/14/2019 16:05:14,
334,NA,T,NA,3,NA,8/14/2019 16:05:14,
335,R,F,F,3,379,8/14/2019 16:05:14,
336,R,F,F,3,379,8/14/2019 16:05:14,
337,NA,T,NA,3,NA,8/14/2019 16:05:14,
338,NA,T,NA,3,NA,8/14/2019 16:05:14,
339,C,F,F,3,363,8/14/2019 16:05:14,
340,C,F,F,3,363,8/14/2019 16:05:14,
341,C,F,F,3,383,8/14/2019 16:05:14,
342,NA,T,NA,3,NA,8/14/2019 16:05:14,
343,C,F,F,3,379,8/14/2019 16:05:14,
344,C,F,F,3,379,8/14/2019 16:05:14,
345,NA,T,NA,3,NA,8/14/2019 16:05:14,
