Well_orderAsTracked,Treatment,Empty,Male,Plate,Family,StartTime,Notes
303,HS,F,F,3,315,8/14/2019 16:34:45,
304,HS,F,F,3,308,8/14/2019 16:34:45,
305,HS,F,F,3,308,8/14/2019 16:34:45,
306,NA,T,NA,3,NA,8/14/2019 16:34:45,
307,NA,T,NA,3,NA,8/14/2019 16:34:45,
308,R,F,F,3,296,8/14/2019 16:34:45,
309,R,F,F,3,296,8/14/2019 16:34:45,
310,R,F,F,3,315,8/14/2019 16:34:45,
311,R,F,F,3,315,8/14/2019 16:34:45,
312,R,F,F,3,308,8/14/2019 16:34:45,
313,R,F,F,3,308,8/14/2019 16:34:45,
314,NA,T,NA,3,NA,8/14/2019 16:34:45,
315,NA,T,NA,3,NA,8/14/2019 16:34:45,
316,C,F,F,3,296,8/14/2019 16:34:45,
317,C,F,F,3,296,8/14/2019 16:34:45,
318,C,F,F,3,315,8/14/2019 16:34:45,
319,C,F,F,3,315,8/14/2019 16:34:45,
320,C,F,F,3,308,8/14/2019 16:34:45,
321,C,F,F,3,308,8/14/2019 16:34:45,
322,NA,T,NA,3,NA,8/14/2019 16:34:45,
323,HS,F,F,3,296,8/14/2019 16:34:45,
324,HS,F,F,3,296,8/14/2019 16:34:45,
325,HS,F,F,3,315,8/14/2019 16:34:45,
326,HS,F,F,3,315,8/14/2019 16:34:45,
327,HS,F,F,3,308,8/14/2019 16:34:45,
328,HS,F,F,3,308,8/14/2019 16:34:45,
329,NA,T,NA,3,NA,8/14/2019 16:34:45,
330,NA,T,NA,3,NA,8/14/2019 16:34:45,
331,NA,T,NA,3,NA,8/14/2019 16:34:45,
332,R,F,F,3,296,8/14/2019 16:34:45,
333,R,F,F,3,296,8/14/2019 16:34:45,
334,R,F,F,3,315,8/14/2019 16:34:45,
335,R,F,F,3,315,8/14/2019 16:34:45,
336,R,F,F,3,308,8/14/2019 16:34:45,
337,NA,T,NA,3,308,8/14/2019 16:34:45,
338,NA,T,NA,3,NA,8/14/2019 16:34:45,
339,C,F,F,3,296,8/14/2019 16:34:45,
340,C,F,F,3,296,8/14/2019 16:34:45,
341,C,F,F,3,315,8/14/2019 16:34:45,
342,C,F,F,3,315,8/14/2019 16:34:45,
343,C,F,F,3,308,8/14/2019 16:34:45,
344,C,F,F,3,308,8/14/2019 16:34:45,
345,NA,T,NA,3,NA,8/14/2019 16:34:45,
