Well_orderAsTracked,Treatment,Empty,Male,Plate,Family,StartTime,Notes
66,R,F,F,7,329,8/14/2019 16:35:39,
67,R,F,F,7,317,8/14/2019 16:35:39,
68,R,F,F,7,317,8/14/2019 16:35:39,
69,NA,T,NA,7,NA,8/14/2019 16:35:39,
70,C,F,F,7,340,8/14/2019 16:35:39,
71,C,F,F,7,340,8/14/2019 16:35:39,
72,C,F,F,7,329,8/14/2019 16:35:39,
73,C,F,F,7,329,8/14/2019 16:35:39,
74,C,F,F,7,317,8/14/2019 16:35:39,
75,C,F,F,7,317,8/14/2019 16:35:39,
76,NA,T,NA,7,NA,8/14/2019 16:35:39,
77,NA,T,NA,7,NA,8/14/2019 16:35:39,
78,HS,F,F,7,340,8/14/2019 16:35:39,
79,HS,F,F,7,340,8/14/2019 16:35:39,
80,HS,F,F,7,329,8/14/2019 16:35:39,
81,HS,F,F,7,329,8/14/2019 16:35:39,
82,HS,F,F,7,317,8/14/2019 16:35:39,
83,HS,F,F,7,317,8/14/2019 16:35:39,
84,NA,T,NA,7,NA,8/14/2019 16:35:39,
85,NA,T,NA,7,NA,8/14/2019 16:35:39,
86,R,F,F,7,340,8/14/2019 16:35:39,
87,R,F,F,7,340,8/14/2019 16:35:39,
88,R,F,F,7,329,8/14/2019 16:35:39,
89,R,F,F,7,329,8/14/2019 16:35:39,
90,R,F,F,7,317,8/14/2019 16:35:39,
91,R,F,F,7,317,8/14/2019 16:35:39,
92,NA,T,NA,7,NA,8/14/2019 16:35:39,
93,C,F,F,7,340,8/14/2019 16:35:39,
94,C,F,F,7,340,8/14/2019 16:35:39,
95,C,F,F,7,329,8/14/2019 16:35:39,
96,C,F,F,7,329,8/14/2019 16:35:39,
97,C,F,F,7,317,8/14/2019 16:35:39,
98,C,F,F,7,317,8/14/2019 16:35:39,
99,NA,T,NA,7,NA,8/14/2019 16:35:39,
100,NA,T,NA,7,NA,8/14/2019 16:35:39,
101,HS,F,F,7,340,8/14/2019 16:35:39,
102,HS,F,F,7,340,8/14/2019 16:35:39,
103,HS,F,F,7,329,8/14/2019 16:35:39,
104,HS,F,F,7,329,8/14/2019 16:35:39,
105,HS,F,F,7,317,8/14/2019 16:35:39,
106,HS,F,F,7,317,8/14/2019 16:35:39,
107,NA,T,NA,7,NA,8/14/2019 16:35:39,
108,NA,T,NA,7,NA,8/14/2019 16:35:39,
109,R,F,F,7,340,8/14/2019 16:35:39,
110,R,F,F,7,340,8/14/2019 16:35:39,
111,R,F,F,7,329,8/14/2019 16:35:39,
112,R,F,F,7,329,8/14/2019 16:35:39,
113,R,F,F,7,317,8/14/2019 16:35:39,
114,R,F,F,7,317,8/14/2019 16:35:39,
115,NA,T,NA,7,NA,8/14/2019 16:35:39,
116,R,F,F,8,302,8/14/2019 16:35:39,
117,R,F,F,8,302,8/14/2019 16:35:39,
118,R,F,F,8,304,8/14/2019 16:35:39,
119,R,F,F,8,304,8/14/2019 16:35:39,
120,R,F,F,8,335,8/14/2019 16:35:39,
121,R,F,F,8,335,8/14/2019 16:35:39,
122,NA,T,NA,8,NA,8/14/2019 16:35:39,
123,NA,T,NA,8,NA,8/14/2019 16:35:39,
124,C,F,F,8,302,8/14/2019 16:35:39,
125,C,F,F,8,302,8/14/2019 16:35:39,
126,C,F,F,8,304,8/14/2019 16:35:39,
127,C,F,F,8,304,8/14/2019 16:35:39,
128,C,F,F,8,335,8/14/2019 16:35:39,
129,C,F,F,8,335,8/14/2019 16:35:39,
130,NA,T,NA,8,NA,8/14/2019 16:35:39,
131,NA,T,NA,8,NA,8/14/2019 16:35:39,
132,HS,F,F,8,302,8/14/2019 16:35:39,
133,HS,F,F,8,302,8/14/2019 16:35:39,
134,HS,F,F,8,304,8/14/2019 16:35:39,
135,HS,F,F,8,304,8/14/2019 16:35:39,
136,HS,F,F,8,335,8/14/2019 16:35:39,
137,HS,F,F,8,335,8/14/2019 16:35:39,
138,NA,NA,NA,8,NA,8/14/2019 16:35:39,
139,R,F,F,8,302,8/14/2019 16:35:39,
140,R,F,F,8,302,8/14/2019 16:35:39,
141,R,F,F,8,304,8/14/2019 16:35:39,
142,R,F,F,8,304,8/14/2019 16:35:39,
143,R,F,F,8,335,8/14/2019 16:35:39,
144,R,F,F,8,335,8/14/2019 16:35:39,
145,NA,NA,NA,8,NA,8/14/2019 16:35:39,
146,NA,NA,NA,8,NA,8/14/2019 16:35:39,
147,C,F,F,8,302,8/14/2019 16:35:39,
148,C,F,F,8,302,8/14/2019 16:35:39,
149,C,F,F,8,304,8/14/2019 16:35:39,
150,C,F,F,8,304,8/14/2019 16:35:39,
151,C,F,F,8,335,8/14/2019 16:35:39,
152,C,F,F,8,335,8/14/2019 16:35:39,
153,NA,T,NA,8,NA,8/14/2019 16:35:39,
154,NA,T,NA,8,NA,8/14/2019 16:35:39,
155,HS,F,F,8,302,8/14/2019 16:35:39,
156,HS,F,F,8,302,8/14/2019 16:35:39,
157,HS,F,F,8,304,8/14/2019 16:35:39,
158,HS,F,F,8,304,8/14/2019 16:35:39,
159,HS,F,F,8,335,8/14/2019 16:35:39,
160,HS,F,F,8,335,8/14/2019 16:35:39,
161,NA,T,NA,8,NA,8/14/2019 16:35:39,
162,R,F,F,8,302,8/14/2019 16:35:39,
163,R,F,F,8,302,8/14/2019 16:35:39,
164,R,F,F,8,304,8/14/2019 16:35:39,
165,R,F,F,8,304,8/14/2019 16:35:39,
166,R,F,F,8,335,8/14/2019 16:35:39,
167,R,F,F,8,335,8/14/2019 16:35:39,
168,NA,T,NA,8,NA,8/14/2019 16:35:39,
169,NA,T,NA,8,NA,8/14/2019 16:35:39,
170,C,F,F,8,302,8/14/2019 16:35:39,
171,C,F,F,8,302,8/14/2019 16:35:39,
172,C,F,F,8,304,8/14/2019 16:35:39,
173,C,F,F,8,304,8/14/2019 16:35:39,
174,C,F,F,8,335,8/14/2019 16:35:39,
175,C,F,F,8,335,8/14/2019 16:35:39,
176,NA,T,NA,8,NA,8/14/2019 16:35:39,
177,NA,T,NA,8,NA,8/14/2019 16:35:39,
178,HS,F,F,8,302,8/14/2019 16:35:39,
179,HS,F,F,8,302,8/14/2019 16:35:39,
180,HS,F,F,8,304,8/14/2019 16:35:39,
181,HS,F,F,8,304,8/14/2019 16:35:39,
182,HS,F,F,8,335,8/14/2019 16:35:39,
183,HS,F,F,8,335,8/14/2019 16:35:39,
184,NA,T,NA,8,NA,8/14/2019 16:35:39,
185,R,F,F,8,302,8/14/2019 16:35:39,
186,R,F,F,8,302,8/14/2019 16:35:39,
187,R,F,F,8,304,8/14/2019 16:35:39,
188,R,F,F,8,304,8/14/2019 16:35:39,
189,R,F,F,8,335,8/14/2019 16:35:39,
190,R,F,F,8,335,8/14/2019 16:35:39,
191,NA,T,NA,8,NA,8/14/2019 16:35:39,
192,NA,T,NA,8,NA,8/14/2019 16:35:39,
193,C,F,F,8,302,8/14/2019 16:35:39,
194,C,F,F,8,302,8/14/2019 16:35:39,
195,C,F,F,8,304,8/14/2019 16:35:39,
196,C,F,F,8,304,8/14/2019 16:35:39,
197,C,F,F,8,335,8/14/2019 16:35:39,
198,C,F,F,8,335,8/14/2019 16:35:39,
199,NA,T,NA,8,NA,8/14/2019 16:35:39,
200,NA,T,NA,8,NA,8/14/2019 16:35:39,
201,HS,F,F,8,302,8/14/2019 16:35:39,
202,HS,F,F,8,302,8/14/2019 16:35:39,
203,HS,F,F,8,304,8/14/2019 16:35:39,
204,HS,F,F,8,304,8/14/2019 16:35:39,
205,HS,F,F,8,335,8/14/2019 16:35:39,
206,HS,F,F,8,335,8/14/2019 16:35:39,
207,NA,T,NA,8,NA,8/14/2019 16:35:39,
208,R,F,F,8,302,8/14/2019 16:35:39,
209,R,F,F,8,302,8/14/2019 16:35:39,
210,R,F,F,8,304,8/14/2019 16:35:39,
211,R,F,F,8,304,8/14/2019 16:35:39,
212,R,F,F,8,335,8/14/2019 16:35:39,
213,R,F,F,8,335,8/14/2019 16:35:39,
214,NA,T,NA,8,NA,8/14/2019 16:35:39,
215,NA,T,NA,8,NA,8/14/2019 16:35:39,
216,C,F,F,8,302,8/14/2019 16:35:39,
217,C,F,F,8,302,8/14/2019 16:35:39,
218,C,F,F,8,304,8/14/2019 16:35:39,
219,C,F,F,8,304,8/14/2019 16:35:39,
220,C,F,F,8,335,8/14/2019 16:35:39,
221,C,F,F,8,335,8/14/2019 16:35:39,
222,NA,T,NA,8,NA,8/14/2019 16:35:39,
223,NA,T,NA,8,NA,8/14/2019 16:35:39,
224,HS,F,F,8,302,8/14/2019 16:35:39,
225,HS,F,F,8,302,8/14/2019 16:35:39,
226,HS,F,F,8,304,8/14/2019 16:35:39,
227,HS,F,F,8,304,8/14/2019 16:35:39,
228,HS,F,F,8,335,8/14/2019 16:35:39,
229,NA,T,NA,8,NA,8/14/2019 16:35:39,
230,NA,T,NA,8,NA,8/14/2019 16:35:39,
231,HS,F,F,9,337,8/14/2019 16:35:39,
232,HS,F,F,9,337,8/14/2019 16:35:39,
233,HS,F,F,9,313,8/14/2019 16:35:39,
234,HS,F,F,9,313,8/14/2019 16:35:39,
235,HS,F,F,9,283,8/14/2019 16:35:39,
236,HS,F,F,9,283,8/14/2019 16:35:39,
237,NA,T,NA,9,NA,8/14/2019 16:35:39,
238,NA,T,NA,9,NA,8/14/2019 16:35:39,
239,R,F,F,9,337,8/14/2019 16:35:39,
240,R,F,F,9,337,8/14/2019 16:35:39,
241,R,F,F,9,313,8/14/2019 16:35:39,
242,R,F,F,9,313,8/14/2019 16:35:39,
243,R,F,F,9,283,8/14/2019 16:35:39,
244,R,F,F,9,283,8/14/2019 16:35:39,
245,NA,T,NA,9,NA,8/14/2019 16:35:39,
246,NA,T,NA,9,NA,8/14/2019 16:35:39,
247,C,F,F,9,337,8/14/2019 16:35:39,
248,C,F,F,9,337,8/14/2019 16:35:39,
249,C,F,F,9,313,8/14/2019 16:35:39,
250,C,F,F,9,313,8/14/2019 16:35:39,
251,C,F,F,9,283,8/14/2019 16:35:39,
252,C,F,F,9,283,8/14/2019 16:35:39,
253,NA,T,NA,9,NA,8/14/2019 16:35:39,
254,HS,F,F,9,337,8/14/2019 16:35:39,
255,HS,F,F,9,337,8/14/2019 16:35:39,
256,HS,F,F,9,313,8/14/2019 16:35:39,
257,HS,F,F,9,313,8/14/2019 16:35:39,
258,HS,F,F,9,283,8/14/2019 16:35:39,
259,HS,F,F,9,283,8/14/2019 16:35:39,
260,NA,T,NA,9,NA,8/14/2019 16:35:39,
261,NA,T,NA,9,NA,8/14/2019 16:35:39,
262,R,F,F,9,337,8/14/2019 16:35:39,
263,R,F,F,9,337,8/14/2019 16:35:39,
264,R,F,F,9,313,8/14/2019 16:35:39,
265,R,F,F,9,313,8/14/2019 16:35:39,
266,R,F,F,9,283,8/14/2019 16:35:39,
267,R,F,F,9,283,8/14/2019 16:35:39,
268,NA,T,NA,9,NA,8/14/2019 16:35:39,
269,NA,T,NA,9,NA,8/14/2019 16:35:39,
270,C,F,F,9,337,8/14/2019 16:35:39,
271,C,F,F,9,337,8/14/2019 16:35:39,
272,C,F,F,9,313,8/14/2019 16:35:39,
273,C,F,F,9,313,8/14/2019 16:35:39,
274,C,F,F,9,283,8/14/2019 16:35:39,
275,C,F,F,9,283,8/14/2019 16:35:39,
276,NA,T,NA,9,NA,8/14/2019 16:35:39,
277,HS,F,F,9,337,8/14/2019 16:35:39,
278,HS,F,F,9,337,8/14/2019 16:35:39,
279,HS,F,F,9,313,8/14/2019 16:35:39,
280,HS,F,F,9,313,8/14/2019 16:35:39,
281,HS,F,F,9,283,8/14/2019 16:35:39,
282,HS,F,F,9,283,8/14/2019 16:35:39,
283,NA,T,NA,9,NA,8/14/2019 16:35:39,
284,NA,T,NA,9,NA,8/14/2019 16:35:39,
285,R,F,F,9,337,8/14/2019 16:35:39,
286,R,F,F,9,337,8/14/2019 16:35:39,
287,R,F,F,9,313,8/14/2019 16:35:39,
288,R,F,F,9,313,8/14/2019 16:35:39,
289,R,F,F,9,283,8/14/2019 16:35:39,
290,R,F,F,9,283,8/14/2019 16:35:39,
291,NA,T,NA,9,NA,8/14/2019 16:35:39,
292,NA,T,NA,9,NA,8/14/2019 16:35:39,
293,C,F,F,9,337,8/14/2019 16:35:39,
294,C,F,F,9,337,8/14/2019 16:35:39,
295,C,F,F,9,313,8/14/2019 16:35:39,
296,C,F,F,9,313,8/14/2019 16:35:39,
297,C,F,F,9,283,8/14/2019 16:35:39,
298,C,F,F,9,283,8/14/2019 16:35:39,
299,NA,T,NA,9,NA,8/14/2019 16:35:39,
300,HS,F,F,9,337,8/14/2019 16:35:39,
301,HS,F,F,9,337,8/14/2019 16:35:39,
302,HS,F,F,9,313,8/14/2019 16:35:39,
303,HS,F,F,9,313,8/14/2019 16:35:39,
304,HS,F,F,9,283,8/14/2019 16:35:39,
305,HS,F,F,9,283,8/14/2019 16:35:39,
306,NA,T,NA,9,NA,8/14/2019 16:35:39,
307,NA,T,NA,9,NA,8/14/2019 16:35:39,
308,R,F,F,9,337,8/14/2019 16:35:39,
309,R,F,F,9,337,8/14/2019 16:35:39,
310,R,F,F,9,313,8/14/2019 16:35:39,
311,NA,T,NA,9,NA,8/14/2019 16:35:39,
312,R,F,F,9,283,8/14/2019 16:35:39,
313,R,F,F,9,283,8/14/2019 16:35:39,
314,NA,T,NA,9,NA,8/14/2019 16:35:39,
315,NA,T,NA,9,NA,8/14/2019 16:35:39,
316,C,F,F,9,337,8/14/2019 16:35:39,
317,C,F,F,9,337,8/14/2019 16:35:39,
318,C,F,F,9,313,8/14/2019 16:35:39,
319,C,F,F,9,313,8/14/2019 16:35:39,
320,C,F,F,9,283,8/14/2019 16:35:39,
321,C,F,F,9,283,8/14/2019 16:35:39,
322,NA,T,NA,9,NA,8/14/2019 16:35:39,
323,HS,F,F,9,337,8/14/2019 16:35:39,
324,HS,F,F,9,337,8/14/2019 16:35:39,
325,HS,F,F,9,313,8/14/2019 16:35:39,
326,HS,F,F,9,313,8/14/2019 16:35:39,
327,HS,F,F,9,283,8/14/2019 16:35:39,
328,HS,F,F,9,283,8/14/2019 16:35:39,
329,NA,T,NA,9,NA,8/14/2019 16:35:39,
330,NA,T,NA,9,NA,8/14/2019 16:35:39,
331,R,F,F,9,337,8/14/2019 16:35:39,
332,R,F,F,9,337,8/14/2019 16:35:39,
333,R,F,F,9,313,8/14/2019 16:35:39,
334,R,F,F,9,313,8/14/2019 16:35:39,
335,R,F,F,9,283,8/14/2019 16:35:39,
336,NA,T,NA,9,NA,8/14/2019 16:35:39,
337,NA,T,NA,9,NA,8/14/2019 16:35:39,
338,NA,T,NA,9,NA,8/14/2019 16:35:39,
339,C,F,F,9,337,8/14/2019 16:35:39,
340,C,F,F,9,337,8/14/2019 16:35:39,
341,C,F,F,9,313,8/14/2019 16:35:39,
342,NA,T,NA,9,NA,8/14/2019 16:35:39,
343,C,F,F,9,283,8/14/2019 16:35:39,
344,NA,T,NA,9,NA,8/14/2019 16:35:39,
345,NA,T,NA,9,NA,8/14/2019 16:35:39,
