Well_orderAsTracked,Treatment,Empty,Male,Plate,Family,StartTime,Notes
1,C,F,F,4,88,7/17/2019  18:21:27,
2,C,F,F,4,88,7/17/2019  18:21:27,
3,C,F,F,4,87,7/17/2019  18:21:27,
4,C,F,F,4,87,7/17/2019  18:21:27,
5,C,F,F,4,86,7/17/2019  18:21:27,
6,C,F,F,4,86,7/17/2019  18:21:27,
7,NA,T,NA,4,NA,7/17/2019  18:21:27,
8,NA,T,NA,4,NA,7/17/2019  18:21:27,
9,HS,F,F,4,88,7/17/2019  18:21:27,
10,HS,F,F,4,88,7/17/2019  18:21:27,
11,HS,F,F,4,87,7/17/2019  18:21:27,
12,HS,F,F,4,87,7/17/2019  18:21:27,
13,HS,F,F,4,86,7/17/2019  18:21:27,
14,HS,F,F,4,86,7/17/2019  18:21:27,
15,NA,T,NA,4,NA,7/17/2019  18:21:27,
16,NA,T,NA,4,NA,7/17/2019  18:21:27,
17,R,F,F,4,88,7/17/2019  18:21:27,
18,R,F,F,4,88,7/17/2019  18:21:27,
19,R,F,F,4,87,7/17/2019  18:21:27,
20,R,F,F,4,87,7/17/2019  18:21:27,
21,R,F,F,4,86,7/17/2019  18:21:27,
22,NA,F,F,4,86,7/17/2019  18:21:27,
23,NA,T,NA,4,NA,7/17/2019  18:21:27,
24,C,F,F,4,88,7/17/2019  18:21:27,
25,C,F,F,4,88,7/17/2019  18:21:27,
26,C,F,F,4,87,7/17/2019  18:21:27,
27,C,F,F,4,87,7/17/2019  18:21:27,
28,C,F,F,4,86,7/17/2019  18:21:27,
29,C,F,F,4,86,7/17/2019  18:21:27,
30,NA,T,NA,4,NA,7/17/2019  18:21:27,
31,NA,T,NA,4,NA,7/17/2019  18:21:27,
32,HS,F,F,4,88,7/17/2019  18:21:27,
33,HS,F,F,4,88,7/17/2019  18:21:27,
34,HS,F,F,4,87,7/17/2019  18:21:27,
35,HS,F,F,4,87,7/17/2019  18:21:27,
36,HS,F,F,4,86,7/17/2019  18:21:27,
37,HS,F,F,4,86,7/17/2019  18:21:27,
38,NA,T,NA,4,NA,7/17/2019  18:21:27,
39,NA,T,NA,4,NA,7/17/2019  18:21:27,
40,R,F,F,4,88,7/17/2019  18:21:27,
41,R,F,F,4,88,7/17/2019  18:21:27,
42,R,F,F,4,87,7/17/2019  18:21:27,
43,R,F,F,4,87,7/17/2019  18:21:27,
44,R,F,F,4,86,7/17/2019  18:21:27,
45,NA,F,F,4,86,7/17/2019  18:21:27,
46,NA,T,NA,4,NA,7/17/2019  18:21:27,
47,C,F,F,4,88,7/17/2019  18:21:27,
48,C,F,F,4,88,7/17/2019  18:21:27,
49,C,F,F,4,87,7/17/2019  18:21:27,
50,C,F,F,4,87,7/17/2019  18:21:27,
51,C,F,F,4,86,7/17/2019  18:21:27,
52,C,F,F,4,86,7/17/2019  18:21:27,
53,NA,T,NA,4,NA,7/17/2019  18:21:27,
54,NA,T,NA,4,NA,7/17/2019  18:21:27,
55,HS,F,F,4,88,7/17/2019  18:21:27,
56,HS,F,F,4,88,7/17/2019  18:21:27,
57,HS,F,F,4,87,7/17/2019  18:21:27,
58,HS,F,F,4,87,7/17/2019  18:21:27,
59,HS,F,F,4,86,7/17/2019  18:21:27,
60,HS,F,F,4,86,7/17/2019  18:21:27,
61,NA,T,NA,4,NA,7/17/2019  18:21:27,
62,NA,T,NA,4,NA,7/17/2019  18:21:27,
63,R,F,F,4,88,7/17/2019  18:21:27,
64,R,F,F,4,88,7/17/2019  18:21:27,
65,R,F,F,4,87,7/17/2019  18:21:27,
66,R,F,F,4,87,7/17/2019  18:21:27,
67,R,F,F,4,86,7/17/2019  18:21:27,
68,NA,F,F,4,86,7/17/2019  18:21:27,
69,NA,T,NA,4,NA,7/17/2019  18:21:27,
70,C,F,F,4,88,7/17/2019  18:21:27,
71,C,F,F,4,88,7/17/2019  18:21:27,
72,C,F,F,4,87,7/17/2019  18:21:27,
73,C,F,F,4,87,7/17/2019  18:21:27,
74,C,F,F,4,86,7/17/2019  18:21:27,
75,C,F,F,4,86,7/17/2019  18:21:27,
76,NA,T,NA,4,NA,7/17/2019  18:21:27,
77,NA,T,NA,4,NA,7/17/2019  18:21:27,
78,HS,F,F,4,88,7/17/2019  18:21:27,
79,HS,F,F,4,88,7/17/2019  18:21:27,
80,HS,F,F,4,87,7/17/2019  18:21:27,
81,HS,F,F,4,87,7/17/2019  18:21:27,
82,HS,F,F,4,86,7/17/2019  18:21:27,
83,HS,F,F,4,86,7/17/2019  18:21:27,
84,NA,T,NA,4,NA,7/17/2019  18:21:27,
85,NA,T,NA,4,NA,7/17/2019  18:21:27,
86,R,F,F,4,88,7/17/2019  18:21:27,
87,R,F,F,4,88,7/17/2019  18:21:27,
88,R,F,F,4,87,7/17/2019  18:21:27,
89,NA,T,NA,4,NA,7/17/2019  18:21:27,
90,R,F,F,4,86,7/17/2019  18:21:27,
91,NA,F,F,4,86,7/17/2019  18:21:27,
92,NA,T,NA,4,NA,7/17/2019  18:21:27,
93,C,F,F,4,88,7/17/2019  18:21:27,
94,C,F,F,4,88,7/17/2019  18:21:27,
95,C,F,F,4,87,7/17/2019  18:21:27,
96,NA,T,NA,4,NA,7/17/2019  18:21:27,
97,C,F,F,4,86,7/17/2019  18:21:27,
