Well_orderAsTracked,Treatment,Empty,Male,Plate,Family,StartTime,Notes
178,HS,F,F,8,105,7/17/2019 18:22:18,
179,NA,T,NA,8,NA,7/17/2019 18:22:18,
180,HS,F,F,8,117,7/17/2019 18:22:18,
181,NA,T,NA,8,NA,7/17/2019 18:22:18,
182,HS,F,F,8,118,7/17/2019 18:22:18,
183,HS,F,F,8,118,7/17/2019 18:22:18,
184,NA,T,NA,8,NA,7/17/2019 18:22:18,
185,R,F,F,8,105,7/17/2019 18:22:18,
186,NA,T,NA,8,NA,7/17/2019 18:22:18,
187,R,F,F,8,117,7/17/2019 18:22:18,
188,NA,T,NA,8,NA,7/17/2019 18:22:18,
189,R,F,F,8,118,7/17/2019 18:22:18,
190,R,F,F,8,118,7/17/2019 18:22:18,
191,NA,T,NA,8,NA,7/17/2019 18:22:18,
192,NA,T,NA,8,NA,7/17/2019 18:22:18,
193,C,F,F,8,105,7/17/2019 18:22:18,
194,NA,T,NA,8,NA,7/17/2019 18:22:18,
195,C,F,F,8,117,7/17/2019 18:22:18,
196,NA,T,NA,8,NA,7/17/2019 18:22:18,
197,C,F,F,8,118,7/17/2019 18:22:18,
198,C,F,F,8,118,7/17/2019 18:22:18,
199,NA,T,NA,8,NA,7/17/2019 18:22:18,
200,NA,T,NA,8,NA,7/17/2019 18:22:18,
201,HS,F,F,8,105,7/17/2019 18:22:18,
202,HS,T,F,8,NA,7/17/2019 18:22:18,
203,HS,F,F,8,117,7/17/2019 18:22:18,
204,NA,T,NA,8,NA,7/17/2019 18:22:18,
205,HS,F,F,8,118,7/17/2019 18:22:18,
206,HS,F,F,8,118,7/17/2019 18:22:18,
207,NA,T,NA,8,NA,7/17/2019 18:22:18,
208,R,F,F,8,105,7/17/2019 18:22:18,
209,NA,T,NA,8,NA,7/17/2019 18:22:18,
210,R,F,F,8,117,7/17/2019 18:22:18,
211,NA,T,NA,8,NA,7/17/2019 18:22:18,
212,R,F,F,8,118,7/17/2019 18:22:18,
213,R,F,F,8,118,7/17/2019 18:22:18,
214,NA,T,NA,8,NA,7/17/2019 18:22:18,
215,NA,T,NA,8,NA,7/17/2019 18:22:18,
216,C,F,F,8,105,7/17/2019 18:22:18,
217,NA,T,NA,8,NA,7/17/2019 18:22:18,
218,C,F,F,8,117,7/17/2019 18:22:18,
219,NA,T,NA,8,NA,7/17/2019 18:22:18,
220,C,F,F,8,118,7/17/2019 18:22:18,
221,C,F,F,8,118,7/17/2019 18:22:18,
222,NA,T,NA,8,NA,7/17/2019 18:22:18,
223,NA,T,NA,8,NA,7/17/2019 18:22:18,
224,HS,F,F,8,105,7/17/2019 18:22:18,
225,HS,T,NA,8,NA,7/17/2019 18:22:18,
226,HS,F,F,8,117,7/17/2019 18:22:18,
227,HS,T,NA,8,NA,7/17/2019 18:22:18,
228,HS,F,F,8,118,7/17/2019 18:22:18,
229,HS,F,F,8,118,7/17/2019 18:22:18,
230,NA,T,NA,8,NA,7/17/2019 18:22:18,
231,HS,F,F,9,108,7/17/2019 18:22:18,
232,HS,F,F,9,108,7/17/2019 18:22:18,
233,HS,F,F,9,111,7/17/2019 18:22:18,
234,HS,F,F,9,111,7/17/2019 18:22:18,
235,HS,F,F,9,116,7/17/2019 18:22:18,
236,HS,F,F,9,116,7/17/2019 18:22:18,
237,NA,T,NA,9,NA,7/17/2019 18:22:18,
238,NA,T,NA,9,NA,7/17/2019 18:22:18,
239,R,F,F,9,108,7/17/2019 18:22:18,
240,R,F,F,9,108,7/17/2019 18:22:18,
241,R,F,F,9,111,7/17/2019 18:22:18,
242,R,F,F,9,111,7/17/2019 18:22:18,
243,R,F,F,9,116,7/17/2019 18:22:18,
244,R,F,F,9,116,7/17/2019 18:22:18,
245,NA,T,NA,9,NA,7/17/2019 18:22:18,
246,NA,T,NA,9,NA,7/17/2019 18:22:18,
247,C,F,F,9,108,7/17/2019 18:22:18,
248,C,F,F,9,108,7/17/2019 18:22:18,
249,C,F,F,9,111,7/17/2019 18:22:18,
250,C,F,F,9,111,7/17/2019 18:22:18,
251,C,F,F,9,116,7/17/2019 18:22:18,
252,C,F,F,9,116,7/17/2019 18:22:18,
253,NA,T,NA,9,NA,7/17/2019 18:22:18,
254,HS,F,F,9,108,7/17/2019 18:22:18,
255,HS,F,F,9,108,7/17/2019 18:22:18,
256,HS,F,F,9,111,7/17/2019 18:22:18,
257,HS,F,F,9,111,7/17/2019 18:22:18,
258,HS,F,F,9,116,7/17/2019 18:22:18,
259,HS,F,F,9,116,7/17/2019 18:22:18,
260,NA,T,NA,9,NA,7/17/2019 18:22:18,
261,NA,T,NA,9,NA,7/17/2019 18:22:18,
262,R,F,F,9,108,7/17/2019 18:22:18,
263,R,F,F,9,108,7/17/2019 18:22:18,
264,R,F,F,9,111,7/17/2019 18:22:18,
265,R,F,F,9,111,7/17/2019 18:22:18,
266,R,F,F,9,116,7/17/2019 18:22:18,
267,R,F,F,9,116,7/17/2019 18:22:18,
268,NA,T,NA,9,NA,7/17/2019 18:22:18,
269,NA,T,NA,9,NA,7/17/2019 18:22:18,
270,C,F,F,9,108,7/17/2019 18:22:18,
271,C,F,F,9,108,7/17/2019 18:22:18,
272,C,F,F,9,111,7/17/2019 18:22:18,
273,C,F,F,9,111,7/17/2019 18:22:18,
274,C,F,F,9,116,7/17/2019 18:22:18,
275,C,F,F,9,116,7/17/2019 18:22:18,
276,NA,T,NA,9,NA,7/17/2019 18:22:18,
277,HS,F,F,9,108,7/17/2019 18:22:18,
278,HS,F,F,9,108,7/17/2019 18:22:18,
279,HS,F,F,9,111,7/17/2019 18:22:18,
280,HS,F,F,9,111,7/17/2019 18:22:18,
281,HS,F,F,9,116,7/17/2019 18:22:18,
282,HS,F,F,9,116,7/17/2019 18:22:18,
283,NA,T,NA,9,NA,7/17/2019 18:22:18,
284,NA,T,NA,9,NA,7/17/2019 18:22:18,
285,R,F,F,9,108,7/17/2019 18:22:18,
286,R,F,F,9,108,7/17/2019 18:22:18,
287,R,F,F,9,111,7/17/2019 18:22:18,
288,R,F,F,9,111,7/17/2019 18:22:18,
289,R,F,F,9,116,7/17/2019 18:22:18,
290,R,F,F,9,116,7/17/2019 18:22:18,
291,NA,T,NA,9,NA,7/17/2019 18:22:18,
292,NA,T,NA,9,NA,7/17/2019 18:22:18,
293,C,F,F,9,108,7/17/2019 18:22:18,
294,C,F,F,9,108,7/17/2019 18:22:18,
295,C,F,F,9,111,7/17/2019 18:22:18,
296,C,F,F,9,111,7/17/2019 18:22:18,
297,C,F,F,9,116,7/17/2019 18:22:18,
298,C,F,F,9,116,7/17/2019 18:22:18,
299,NA,T,NA,9,NA,7/17/2019 18:22:18,
300,HS,F,F,9,108,7/17/2019 18:22:18,
301,HS,F,F,9,108,7/17/2019 18:22:18,
302,HS,F,F,9,111,7/17/2019 18:22:18,
303,NA,T,NA,9,NA,7/17/2019 18:22:18,
304,HS,F,F,9,116,7/17/2019 18:22:18,
305,HS,F,F,9,116,7/17/2019 18:22:18,
306,NA,T,NA,9,NA,7/17/2019 18:22:18,
307,NA,T,NA,9,NA,7/17/2019 18:22:18,
308,R,F,F,9,108,7/17/2019 18:22:18,
309,R,F,F,9,108,7/17/2019 18:22:18,
310,R,F,F,9,111,7/17/2019 18:22:18,
311,R,T,F,9,NA,7/17/2019 18:22:18,
312,R,F,F,9,116,7/17/2019 18:22:18,
313,R,F,F,9,116,7/17/2019 18:22:18,
314,NA,T,NA,9,NA,7/17/2019 18:22:18,
315,NA,T,NA,9,NA,7/17/2019 18:22:18,
316,C,F,F,9,108,7/17/2019 18:22:18,
317,C,F,F,9,108,7/17/2019 18:22:18,
318,C,F,F,9,111,7/17/2019 18:22:18,
319,NA,T,NA,9,NA,7/17/2019 18:22:18,
320,C,F,F,9,116,7/17/2019 18:22:18,
321,NA,T,NA,9,NA,7/17/2019 18:22:18,
322,NA,T,NA,9,NA,7/17/2019 18:22:18,
323,HS,F,F,9,108,7/17/2019 18:22:18,
324,HS,F,F,9,108,7/17/2019 18:22:18,
325,HS,F,F,9,111,7/17/2019 18:22:18,
326,NA,T,NA,9,NA,7/17/2019 18:22:18,
327,HS,F,F,9,116,7/17/2019 18:22:18,
328,NA,T,NA,9,NA,7/17/2019 18:22:18,
329,NA,T,NA,9,NA,7/17/2019 18:22:18,
330,NA,T,NA,9,NA,7/17/2019 18:22:18,
331,R,F,F,9,108,7/17/2019 18:22:18,
332,R,F,F,9,108,7/17/2019 18:22:18,
333,R,F,F,9,111,7/17/2019 18:22:18,
334,NA,T,NA,9,NA,7/17/2019 18:22:18,
335,R,F,F,9,116,7/17/2019 18:22:18,
336,NA,T,NA,9,NA,7/17/2019 18:22:18,
337,NA,T,NA,9,NA,7/17/2019 18:22:18,
338,NA,T,NA,9,NA,7/17/2019 18:22:18,
339,C,F,F,9,108,7/17/2019 18:22:18,
340,C,F,F,9,108,7/17/2019 18:22:18,
341,C,F,F,9,111,7/17/2019 18:22:18,
342,NA,T,NA,9,NA,7/17/2019 18:22:18,
343,C,F,F,9,116,7/17/2019 18:22:18,
344,NA,T,NA,9,NA,7/17/2019 18:22:18,
345,NA,T,NA,9,NA,7/17/2019 18:22:18,
