749.09,364.77,123.91,123.68
872.96,364.02,123.94,123.57
996.82,363.27,123.98,123.46
1120.7,362.53,124.02,123.35
1244.6,361.78,124.06,123.24
1368.4,361.03,124.09,123.12
1492.3,360.28,124.13,123.01
1616.2,359.53,124.17,122.9
1740,358.78,124.2,122.79
1863.9,358.03,124.24,122.67
1987.8,357.29,124.28,122.56
2111.6,356.54,124.32,122.45
2235.5,355.79,124.35,122.34
749.09,489.32,123.94,123.57
872.99,488.46,123.98,123.46
996.9,487.6,124.02,123.35
1120.8,486.73,124.06,123.24
1244.7,485.87,124.09,123.12
1368.6,485.01,124.13,123.01
1492.5,484.15,124.17,122.9
1616.4,483.29,124.2,122.79
1740.3,482.43,124.24,122.67
1864.2,481.57,124.28,122.56
1988.1,480.71,124.32,122.45
2112,479.85,124.35,122.34
2236,478.99,124.39,122.23
749.09,613.86,123.98,123.46
873.03,612.89,124.02,123.35
996.97,611.92,124.06,123.24
1120.9,610.94,124.09,123.12
1244.9,609.97,124.13,123.01
1368.8,609,124.17,122.9
1492.7,608.02,124.2,122.79
1616.7,607.05,124.24,122.67
1740.6,606.08,124.28,122.56
1864.6,605.1,124.32,122.45
1988.5,604.13,124.35,122.34
2112.5,603.16,124.39,122.23
2236.4,602.19,124.43,122.11
749.09,738.41,124.02,123.35
873.07,737.32,124.06,123.24
997.05,736.24,124.09,123.12
1121,735.15,124.13,123.01
1245,734.07,124.17,122.9
1369,732.98,124.2,122.79
1493,731.9,124.24,122.67
1616.9,730.81,124.28,122.56
1740.9,729.73,124.32,122.45
1864.9,728.64,124.35,122.34
1988.9,727.55,124.39,122.23
2112.9,726.47,124.43,122.11
2236.9,725.38,124.47,122
749.09,862.95,124.06,123.24
873.11,861.76,124.09,123.12
997.12,860.56,124.13,123.01
1121.1,859.36,124.17,122.9
1245.2,858.16,124.2,122.79
1369.2,856.97,124.24,122.67
1493.2,855.77,124.28,122.56
1617.2,854.57,124.32,122.45
1741.2,853.37,124.35,122.34
1865.2,852.17,124.39,122.23
1989.3,850.98,124.43,122.11
2113.3,849.78,124.47,122
2237.3,848.58,124.5,121.89
758.82,1081.2,123.81,121.94
882.53,1079.7,123.92,122.03
1006.2,1078.2,124.02,122.11
1129.9,1076.7,124.12,122.2
1253.6,1075.2,124.23,122.29
1377.4,1073.8,124.33,122.37
1501.1,1072.3,124.44,122.46
1624.8,1070.8,124.54,122.55
1748.5,1069.3,124.65,122.63
1872.2,1067.9,124.75,122.72
1995.9,1066.4,124.85,122.81
2119.6,1064.9,124.96,122.89
2243.3,1063.4,125.06,122.98
2367,1062,125.17,123.07
758.82,1204.5,123.92,122.03
882.63,1203.1,124.02,122.11
1006.4,1201.7,124.12,122.2
1130.3,1200.3,124.23,122.29
1254.1,1198.9,124.33,122.37
1377.9,1197.5,124.44,122.46
1501.7,1196.1,124.54,122.55
1625.5,1194.7,124.65,122.63
1749.3,1193.4,124.75,122.72
1873.1,1192,124.85,122.81
1996.9,1190.6,124.96,122.89
2120.7,1189.2,125.06,122.98
2244.6,1187.8,125.17,123.07
2368.4,1186.4,125.27,123.16
758.82,1327.8,124.02,122.11
882.73,1326.5,124.12,122.2
1006.6,1325.2,124.23,122.29
1130.6,1323.9,124.33,122.37
1254.5,1322.6,124.44,122.46
1378.4,1321.3,124.54,122.55
1502.3,1320,124.65,122.63
1626.2,1318.7,124.75,122.72
1750.1,1317.4,124.85,122.81
1874.1,1316.1,124.96,122.89
1998,1314.8,125.06,122.98
2121.9,1313.5,125.17,123.07
2245.8,1312.2,125.27,123.16
2369.7,1310.9,125.38,123.24
758.82,1451.1,124.12,122.2
882.84,1449.9,124.23,122.29
1006.9,1448.7,124.33,122.37
1130.9,1447.5,124.44,122.46
1254.9,1446.3,124.54,122.55
1378.9,1445.1,124.65,122.63
1502.9,1443.8,124.75,122.72
1627,1442.6,124.85,122.81
1751,1441.4,124.96,122.89
1875,1440.2,125.06,122.98
1999,1439,125.17,123.07
2123,1437.8,125.27,123.16
2247.1,1436.5,125.38,123.24
2371.1,1435.3,125.48,123.33
758.82,1574.5,124.23,122.29
882.94,1573.3,124.33,122.37
1007.1,1572.2,124.44,122.46
1131.2,1571.1,124.54,122.55
1255.3,1569.9,124.65,122.63
1379.4,1568.8,124.75,122.72
1503.6,1567.7,124.85,122.81
1627.7,1566.6,124.96,122.89
1751.8,1565.4,125.06,122.98
1875.9,1564.3,125.17,123.07
2000.1,1563.2,125.27,123.16
2124.2,1562,125.38,123.24
2248.3,1560.9,125.48,123.33
2372.4,1559.8,125.58,123.42
